title,currency,properties,neighborhood,title-2,title-3,price_dop
Casa con facilidades de financiamientos separe hoy con solo 10% sin bancos ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""260"", ""terrain_square_meters"": ""650"", ""mini_bathrooms_quantity"": ""1""}",Brugal,Puerto Plata,Puerto Plata,56.54
NUEVO RESIDENCIAL PROXIMO A CARREFOUR,USD,"{""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""96"", ""terrain_square_meters"": ""00""}",Otro,Santo Domingo Oeste,Santo Domingo,4907052.3
Solares residenciales con su título y barato,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": ""200""}",Carretera Ramón Matías mella a,Santo Domingo Norte,Santo Domingo,6000.0
"No pierda la oportunidad de tener tu solar para tu casa o tu negocio, pregunta",DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": 135}",Villa Mella,Santo Domingo Norte,Santo Domingo,810000.0
Villa de corto y largo plazo ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""85"", ""terrain_square_meters"": ""7000""}",Centro Del Pueblo,Las Terrenas,Samaná,5662.09
Renta Casa/ local  Naco ,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": 7, ""bathrooms_quantity"": ""4"", ""build_square_meters"": 450, ""terrain_square_meters"": 600}",Ensanche Naco,Distrito Nacional,Santo Domingo,352800.0
Bella casa separe con 15% financiamientos sin bancos ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""180"", ""terrain_square_meters"": ""250"", ""mini_bathrooms_quantity"": ""1""}",Otro,Sosua,Puerto Plata,8933.45
"VILLAS en la Carretera Mella,  a 10 minutos de Boca Chica",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""95"", ""terrain_square_meters"": ""00""}",,Santo Domingo Este,Santo Domingo,65000.0
"Los Restauradores,  apartamentos en construcción ",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""132""}",Los Restauradores,Distrito Nacional,Santo Domingo,9297002.88
PRE-VENTA EN VILLA AURA,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""158""}",Otro,Distrito Nacional,Santo Domingo,56.17
Penthouse en Santiago ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""370"", ""mini_bathrooms_quantity"": ""1""}",Otro,Santiago de los Caballeros,Santiago,32322877.5
Alquilo apartamento en la avenida Anacona ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""185"", ""mini_bathrooms_quantity"": ""1""}",Los Cacicazgos,Distrito Nacional,Santo Domingo,78900.08
"Apto tipo estudio 10,500, klm 9 independencia.",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""40""}",Buenos Aires mirador,Distrito Nacional,Santo Domingo,10500.0
El patio más grande de puerto plata separe esta casa 15% de su precio de oportun,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""5"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""330"", ""terrain_square_meters"": ""1100"", ""mini_bathrooms_quantity"": ""1""}",Came,Puerto Plata,Puerto Plata,56.54
ALQULIER O VENTA DE APARTAMENTO TOTALMENTE REMODELADO.  Y TKODOS LOS MUEBLES FU ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""115"", ""mini_bathrooms_quantity"": ""0""}",Ensanche Naco,Distrito Nacional,Santo Domingo,6795576.0
Alquiler de apto.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""200""}",Beron Bavaro Punta Cana,Higüey,La Altagracia,17974.21
Casa moderna y nueva financiamientos sin bancos ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""120"", ""terrain_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",Brugal,Puerto Plata,Puerto Plata,6490000.0
Apartamento en Gazcue de 2 habitaciones ,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""1"", ""mini_bathrooms_quantity"": ""1""}",Gazcue,Distrito Nacional,Santo Domingo,42099.08
Villas turística de oportunidad separe 15%,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""200"", ""terrain_square_meters"": ""500"", ""mini_bathrooms_quantity"": ""1""}",Otro,Sosua,Puerto Plata,56.54
CASA DE DOS NIVELES EN LAS PALMAS DE ALMA ROSA. 840Mt,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""5"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""840"", ""terrain_square_meters"": ""950"", ""mini_bathrooms_quantity"": ""1""}",,Santo Domingo Este,Santo Domingo,23940000.0
"Apartamento en Venta en Savica, Santo Dgo Este",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""105"", ""mini_bathrooms_quantity"": ""1""}",San Isidro Afuera,Santo Domingo Este,Santo Domingo,3500.0
"Se alquila, Apartamento 3Hab Moderno c/Área Social Rooftop y Gym, El Vergel ",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""153"", ""mini_bathrooms_quantity"": ""1""}",El Vergel,Distrito Nacional,Santo Domingo,56213.7
VENDO HERMOSO APARTAMENTO EN CONSTRUCCIÓN PARA ENTREGAR EN MARZO 2022‼️‼️‼️‼️‼️,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""118"", ""mini_bathrooms_quantity"": ""1""}",Av. Sabaneta Las Palomas,Santiago de los Caballeros,Santiago,7588849.5
"Vendo 10,300mts en Lomas Linda, autopista Duarte",DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""10300""}",,Distrito Nacional,Santo Domingo,1600.0
Espectacular casa en issfapol,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""5"", ""bathrooms_quantity"": ""5"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""01"", ""terrain_square_meters"": ""515"", ""mini_bathrooms_quantity"": ""1""}",Issfapol ,Santo Domingo Este,Santo Domingo,20000.0
Se vende apartamento nuevos en Bella Vista.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""building_condition"": ""En construcción"", ""build_square_meters"": 90, ""mini_bathrooms_quantity"": 1}",Bella Vista,Distrito Nacional,Santo Domingo,3834295.6
apartamento nuevos bella vista,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""7190"", ""mini_bathrooms_quantity"": ""1""}",Bella Vista,Distrito Nacional,Santo Domingo,6391372.03
Apartamento en venta en Evaristo Morales.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 181, ""mini_bathrooms_quantity"": 1}",Evaristo Morales,Distrito Nacional,Santo Domingo,8987104.0
Casa en Gazcue,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""446"", ""terrain_square_meters"": ""446"", ""mini_bathrooms_quantity"": ""1""}",Gazcue,Distrito Nacional,Santo Domingo,19741015.0
Apartamento en ventaAvenida monumental casi esquina Autopista Duarte,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 1, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 73, ""mini_bathrooms_quantity"": 1}",Autopista Duarte,Santo Domingo Oeste,Santo Domingo,3513356.25
"Villa Mella Casa de 3 Hab,sala comedor , 1 Baño,, parq
216 m solar 
140 const",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""140""}","Santa Cruz de villa Mella.
",Santo Domingo Norte,Santo Domingo,4500000.0
"Villas exclusivas en Punta Cana 👉🏽desde US$ 115,000",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""142"", ""terrain_square_meters"": ""366"", ""mini_bathrooms_quantity"": ""1""}",Punta Cana,Bávaro/Punta Cana,La Altagracia,6481078.0
SE VENDE FINCA,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""5"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""200"", ""terrain_square_meters"": ""50320""}",Otro,Santo Domingo Oeste,Santo Domingo,8500000.0
"VENTA PH, RESIDENCIAL MAVETTE II, EL MILLON, STO DGO
235 M2",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""5"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""235"", ""mini_bathrooms_quantity"": ""1""}",El Millón,Distrito Nacional,Santo Domingo,8425410.0
Exclusivo Residencial Shalom Bani,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""265"", ""terrain_square_meters"": ""279"", ""mini_bathrooms_quantity"": ""1""}",Boca Canasta ,Baní,Peravia,8976448.0
Alquilo apartamento en la Jacobo Majluta,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""90""}",Residencial de Prado ,Santo Domingo Norte,Santo Domingo,21000.0
Residencial Don Francisco,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En planos"", ""build_square_meters"": 122, ""mini_bathrooms_quantity"": 1}",Madre vieja sur ,San Cristóbal,San Cristóbal,3947734.0
Amueblado disponible primer nivel en palma real,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""86"", ""mini_bathrooms_quantity"": ""1""}",En la misma autopista Duarte ,Santiago de los Caballeros,Santiago,73077.81
"Hermoso Penhouse Clásico Amueblado con Vista al Mar en Gazcue | Precio U$225,000",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""4"", ""build_square_meters"": ""234"", ""mini_bathrooms_quantity"": ""1""}",Gazcue,Distrito Nacional,Santo Domingo,12721680.0
"Apartamento en venta Evaristo Morales US$195,000.00",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""187"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,10953033.0
Casa con su tutilo,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 4, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 193, ""terrain_square_meters"": ""230"", ""mini_bathrooms_quantity"": ""2""}",San Isidro Afuera,Santo Domingo Este,Santo Domingo,8700000.0
Apartamento en venta en Ciudad Real II,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""1"", ""mini_bathrooms_quantity"": ""1""}",Altos De Arroyo Hondo,Distrito Nacional,Santo Domingo,5800000.0
 local comercial 60mts ( Autopista 6 de Noviembre) Antes del Peaje ,DOP,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": 1, ""bathrooms_quantity"": ""1"", ""build_square_meters"": 60}",Otro,San Cristóbal,San Cristóbal,40000.0
mejora,DOP,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": 1, ""bathrooms_quantity"": 1, ""build_square_meters"": 8, ""terrain_square_meters"": ""20"", ""mini_bathrooms_quantity"": 80}",La toronja invivienda ,Santo Domingo Este,Santo Domingo,360.0
Venta de casa de oportunidad,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""256"", ""terrain_square_meters"": ""250"", ""mini_bathrooms_quantity"": ""1""}",Nuevo,Baní,Peravia,33728.22
Casa venta,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""200"", ""terrain_square_meters"": ""250""}",La victoria ,Otras ciudades,Santo Domingo,800000.0
"Apartamento de Venta en Santiago RD, cerca de Universidad PUCMM KGA-110",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""140"", ""mini_bathrooms_quantity"": ""1""}",,Santiago de los Caballeros,Santiago,6000000.0
"Se Vende Casa en Residencial Los Rosales, Sto. Dgo. Este",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""180"", ""terrain_square_meters"": ""256"", ""mini_bathrooms_quantity"": ""2""}",,Santo Domingo Este,Santo Domingo,4700000.0
Casa en venta,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""174""}",Invi,Otras ciudades,San Cristóbal,2800000.0
Se vende hermoso apartamento COMPLETAMENTE AMUEBLADO,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""160""}",Urbanización Atlantica,Puerto Plata,Puerto Plata,8176071.5
"Piantini, Amplio apartamento, piso alto en venta, 3 habitaciones.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""200"", ""mini_bathrooms_quantity"": ""1""}",Piantini,Distrito Nacional,Santo Domingo,13491288.0
"Alquilo Apto Ensanche Paraíso, D.N.",USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""140"", ""mini_bathrooms_quantity"": ""1""}",Ensanche Paraíso,Distrito Nacional,Santo Domingo,45171.28
Apartamento en Av Republica de Colombia/residencial Carmen Maria.Renovado.,DOP,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""114""}",Altos de Arroyo ahondó,Distrito Nacional,Santo Domingo,4600000.0
 apartastudio en gazcue,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 1, ""bathrooms_quantity"": 1, ""build_square_meters"": 47, ""mini_bathrooms_quantity"": 0}",Gazcue,Distrito Nacional,Santo Domingo,23872.0
"Terreno de 20,288M2 e incluye Club recreativo, Deslinde y Título. ",DOP,"{""terrain_usage_type"": ""Industrial"", ""terrain_square_meters"": ""20288""}",,Santo Domingo Oeste,Santo Domingo,2200.0
LOS CACICAZGOS 2DA CON TERRAZA 2 HABITACIONES 2.5 BANOS 2 PARQUEOS ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""156"", ""mini_bathrooms_quantity"": ""1""}",Los Cacicazgos,Distrito Nacional,Santo Domingo,9439113.6
Alquilo apartamento en Bella Vista,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""build_square_meters"": 260, ""mini_bathrooms_quantity"": 1}",Bella Vista,Distrito Nacional,Santo Domingo,129689.41
Espectacular Pent-house de venta en Los Restauradores,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""209"", ""mini_bathrooms_quantity"": ""1""}",Los Restauradores,Distrito Nacional,Santo Domingo,9106619.4
Apartamento en alquiler en Evaristo Morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""245"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,67456.44
CASA RESIDENCIAL VILLA MARTINA 260 MTS DE CONSTRUCCIÓN ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""260"", ""terrain_square_meters"": ""260""}",PRÓXIMO CARRETERA SAN FELIPE. ,Santo Domingo Norte,Santo Domingo,2600000.0
Hermoso Local (Moderno) en Alquiler Lucerna - Calle Central,DOP,"{""property_type"": ""Sin Amueblar"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""35"", ""terrain_square_meters"": ""35""}",,Santo Domingo Este,Santo Domingo,15000.0
RENTA DE CUBICULO DENTAL POR TANDAS,DOP,"{""property_type"": ""Amueblado"", ""build_square_meters"": 56}",Las Palmas de Herrera,Santo Domingo Oeste,Santo Domingo,8000.0
RESIDENCIAL ARIANNY I,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""127"", ""mini_bathrooms_quantity"": ""1""}",Villa Mella,Santo Domingo Norte,Santo Domingo,3653890.5
Local comercial,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""4"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""145"", ""terrain_square_meters"": ""1""}",,Distrito Nacional,Santo Domingo,56.21
"Apartamento de Venta en Santiago Republica Dom, con Ascensor y Piscina KGA-109",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""125"", ""mini_bathrooms_quantity"": ""1""}",El Embrujo I,Santiago de los Caballeros,Santiago,9837397.5
Venta de proyecto de apartamentos en los jardines del sur Distritro nacional,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""En planos"", ""build_square_meters"": ""234"", ""mini_bathrooms_quantity"": ""4""}",,Distrito Nacional,Santo Domingo,9472008.45
